word,starting_letter,category_en,category_geo
ლოა ჯანანი,ლ,City,ქალაქი
ლობამბა,ლ,City,ქალაქი
ლობიო,ლ,Plant,მცენარე
ლობიტო,ლ,City,ქალაქი
ლობიტუ,ლ,City,ქალაქი
ლოგანი,ლ,Film,ფილმი
ლოგატეცი,ლ,City,ქალაქი
ლოგონი,ლ,River,მდინარე
ლოგრონიო,ლ,City,ქალაქი
ლოდვარი,ლ,City,ქალაქი
ლოდი,ლ,City,ქალაქი
ლოდჰრანი,ლ,City,ქალაქი
ლოეი,ლ,City,ქალაქი
ლოვეჩი,ლ,City,ქალაქი
ლოვრენც-ნა-პოჰორიუ,ლ,City,ქალაქი
ლოზანა,ლ,City,ქალაქი
ლოზოვა,ლ,City,ქალაქი
ლოიადა,ლ,City,ქალაქი
ლოიანი,ლ,City,ქალაქი
ლოიდელანჟი,ლ,City,ქალაქი
ლოიდმინსტერი,ლ,City,ქალაქი
ლოიიანგალანი,ლ,City,ქალაქი
ლოიკო,ლ,City,ქალაქი
ლოისიოსი,ლ,River,მდინარე
ლოკარნო,ლ,City,ქალაქი
ლოკბატანი,ლ,City,ქალაქი
ლოკერენი,ლ,City,ქალაქი
ლოკიჩოკიო,ლ,City,ქალაქი
ლოკოკინა,ლ,Animal,ცხოველი
ლოკოსა,ლ,City,ქალაქი
ლოლა,ლ,Name,სახელი
ლოლე,ლ,City,ქალაქი
ლოლიტა,ლ,Film,ფილმი
ლოლოდორფი,ლ,City,ქალაქი
ლოლუა,ლ,City,ქალაქი
ლომამი,ლ,River,მდინარე
ლომას დე სარგენტილიო,ლ,City,ქალაქი
ლომე,ლ,City,ქალაქი
ლომელი,ლ,City,ქალაქი
ლომი,ლ,City,ქალაქი
ლომი ზამთარში,ლ,Film,ფილმი
ლომჟა,ლ,City,ქალაქი
ლონგ ბიჩი,ლ,City,ქალაქი
ლონგ მაუნთინი,ლ,City,ქალაქი
ლონგ-ბიჩი,ლ,City,ქალაქი
ლონგბიჩი,ლ,City,ქალაქი
ლონგირი,ლ,City,ქალაქი
ლონგონჯო,ლ,City,ქალაქი
ლონგფორდი,ლ,City,ქალაქი
ლონდა,ლ,Name,სახელი
ლონდიანი,ლ,City,ქალაქი
ლონდონი,ლ,City,ქალაქი
ლონდონური,ლ,Food,საკვები
ლონდონური ნისლი,ლ,Food,საკვები
ლონდრე,ლ,Film,ფილმი
ლონდრინა,ლ,City,ქალაქი
ლონკოჩე,ლ,City,ქალაქი
ლოო,ლ,City,ქალაქი
ლოპ-ბური,ლ,City,ქალაქი
ლოპანისწყალი,ლ,River,მდინარე
ლოპოტა,ლ,River,მდინარე
ლოჟა,ლ,City,ქალაქი
ლორაქსი,ლ,Film,ფილმი
ლორე,ლ,City,ქალაქი
ლორენგაუ,ლ,City,ქალაქი
ლორეში,ლ,City,ქალაქი
ლორიენი,ლ,City,ქალაქი
ლორკა,ლ,City,ქალაქი
ლოროზა,ლ,City,ქალაქი
ლოს ალგარობოსი,ლ,City,ქალაქი
ლოს ანასტასიოსი,ლ,City,ქალაქი
ლოს ანდესი,ლ,City,ქალაქი
ლოს ანხელესი,ლ,City,ქალაქი
ლოს ანჯელესი,ლ,City,ქალაქი
ლოს არაბოსი,ლ,City,ქალაქი
ლოს მოჩისი,ლ,City,ქალაქი
ლოს პალასიოსი,ლ,City,ქალაქი
ლოს პოლიოსი,ლ,City,ქალაქი
ლოს ტეკესი,ლ,City,ქალაქი
ლოს ჩილესი,ლ,City,ქალაქი
ლოს-ალგარობოსი,ლ,City,ქალაქი
ლოს-ანასტასიოსი,ლ,City,ქალაქი
ლოს-ანჯელესი,ლ,City,ქალაქი
ლოს-არაბოსი,ლ,City,ქალაქი
ლოს-ბანიოსი,ლ,City,ქალაქი
ლოს-მოჩისი,ლ,City,ქალაქი
ლოს-პალასიოსი,ლ,City,ქალაქი
ლოს-პოლიოსი,ლ,City,ქალაქი
ლოს-რეიესი,ლ,City,ქალაქი
ლოს-სანტოსი,ლ,City,ქალაქი
ლოს-სედრალესი,ლ,City,ქალაქი
ლოს-სერილოსი,ლ,City,ქალაქი
ლოს-ტეკესი,ლ,City,ქალაქი
ლოსალგარობოსი,ლ,City,ქალაქი
ლოსანასტასიოსი,ლ,City,ქალაქი
ლოსანჯელესი,ლ,City,ქალაქი
ლოსარაბოსი,ლ,City,ქალაქი
ლოსი,ლ,Animal,ცხოველი
ლოსმოჩისი,ლ,City,ქალაქი
ლოსპალასიოსი,ლ,City,ქალაქი
ლოსპოლიოსი,ლ,City,ქალაქი
ლოსტეკესი,ლ,City,ქალაქი
ლოტა,ლ,City,ქალაქი
ლოტოკო,ლ,Food,საკვები
ლოტოფაგა,ლ,City,ქალაქი
ლოუერ ჰატი,ლ,City,ქალაქი
ლოუერ-ჰატი,ლ,City,ქალაქი
ლოუერჰატი,ლ,City,ქალაქი
ლოულე,ლ,City,ქალაქი
ლოურენს,ლ,Film,ფილმი
ლოურენს არაბი,ლ,Film,ფილმი
ლოურეში,ლ,City,ქალაქი
ლოქისწყალი,ლ,River,მდინარე
ლოქსა,ლ,City,ქალაქი
ლოცვა,ლ,Film,ფილმი
ლოცვა ბობისათვის,ლ,Film,ფილმი
ლოძი,ლ,City,ქალაქი
ლოჭინი,ლ,River,მდინარე
ლოხა,ლ,City,ქალაქი
ლოხიო,ლ,City,ქალაქი
ლოხრეი,ლ,City,ქალაქი
ლოჯა,ლ,City,ქალაქი
ლუანგვა,ლ,City,ქალაქი
ლუანგნამტჰა,ლ,City,ქალაქი
ლუანგპრაბანგი,ლ,City,ქალაქი
ლუანდა,ლ,City,ქალაქი
ლუანშია,ლ,City,ქალაქი
ლუანჩენი,ლ,City,ქალაქი
ლუაპულა,ლ,River,მდინარე
ლუარა,ლ,River,მდინარე
ლუარსაბ,ლ,Name,სახელი
ლუაუ,ლ,City,ქალაქი
ლუბა,ლ,City,ქალაქი
ლუბანა,ლ,City,ქალაქი
ლუბანგო,ლ,City,ქალაქი
ლუბინი,ლ,City,ქალაქი
ლუბლიანა,ლ,City,ქალაქი
ლუბლინი,ლ,City,ქალაქი
ლუბნი,ლ,City,ქალაქი
ლუბუკლინგაუ,ლ,City,ქალაქი
ლუბუმბაში,ლ,City,ქალაქი
ლუგაზი,ლ,City,ქალაქი
ლუგანო,ლ,City,ქალაქი
ლუგო,ლ,City,ქალაქი
ლუგოვოი,ლ,City,ქალაქი
ლუგოჟი,ლ,City,ქალაქი
ლუგულუ,ლ,City,ქალაქი
ლუდბრეგი,ლ,City,ქალაქი
ლუდერიცი,ლ,City,ქალაქი
ლუდვიგი,ლ,Film,ფილმი
ლუდვიგსბურგი,ლ,City,ქალაქი
ლუდვიგსჰაფენი რაინზე,ლ,City,ქალაქი
ლუდვიკა,ლ,City,ქალაქი
ლუდი,ლ,Food,საკვები
ლუდი აზერბაიჯანში,ლ,Food,საკვები
ლუდი საქართველოში,ლ,Food,საკვები
ლუდი ჩინეთში,ლ,Food,საკვები
ლუდსახარში,ლ,Food,საკვები
ლუდსახარში ნატახტარი,ლ,Food,საკვები
ლუდსახარში ჩერნა ჰორა,ლ,Food,საკვები
ლუდსახარში ჩერნა-ჰორა,ლ,Food,საკვები
ლუდჰიანა,ლ,City,ქალაქი
ლუებო,ლ,City,ქალაქი
ლუენა,ლ,City,ქალაქი
ლუვენი-ლა-ნევი,ლ,City,ქალაქი
ლუვერო,ლ,City,ქალაქი
ლუვინგე,ლ,City,ქალაქი
ლუიდას ვეილი,ლ,City,ქალაქი
ლუიზა,ლ,Name,სახელი
ლუინ,ლ,Film,ფილმი
ლუინ დეივისის შიგნით,ლ,Film,ფილმი
ლუის-ტრიხარდტი,ლ,City,ქალაქი
ლუისბორო,ლ,City,ქალაქი
ლუისვილი,ლ,City,ქალაქი
ლუისი,ლ,Film,ფილმი
ლუისი და კლარკი,ლ,Film,ფილმი
ლუისი და კლარკი სუპერმენის ახალი თავგადასავლები,ლ,Film,ფილმი
ლუისი და კლარკი: სუპერმენის ახალი თავგადასავლები,ლ,Film,ფილმი
ლუკა,ლ,City,ქალაქი
ლუკაპა,ლ,City,ქალაქი
ლუკასი,ლ,Name,სახელი
ლუკე,ლ,City,ქალაქი
ლუკოვიტი,ლ,City,ქალაქი
ლუკულუ,ლ,City,ქალაქი
ლულადა,ლ,Food,საკვები
ლულებურგაზი,ლ,City,ქალაქი
ლულეელვენი,ლ,River,მდინარე
ლულეო,ლ,City,ქალაქი
ლუმაჯანგი,ლ,City,ქალაქი
ლუმბვა,ლ,City,ქალაქი
ლუმეჟე,ლ,City,ქალაქი
ლუმი,ლ,City,ქალაქი
ლუმპია,ლ,Food,საკვები
ლუმპია გორენგი,ლ,Food,საკვები
ლუმპიანგ,ლ,Food,საკვები
ლუმპიანგ კესო,ლ,Food,საკვები
ლუმუტი,ლ,City,ქალაქი
ლუმფათი,ლ,City,ქალაქი
ლუნა,ლ,River,მდინარე
ლუნდაზი,ლ,City,ქალაქი
ლუნდი,ლ,City,ქალაქი
ლუნენბურგი,ლ,City,ქალაქი
ლუოიანგი,ლ,City,ქალაქი
ლუპენ,ლ,Film,ფილმი
ლუპენ iii,ლ,Film,ფილმი
ლუპენ iii კალიოსტროს სასახლე,ლ,Film,ფილმი
ლუპენ iii: კალიოსტროს სასახლე,ლ,Film,ფილმი
ლუპენი,ლ,City,ქალაქი
ლურინი,ლ,River,მდინარე
ლურსმანი,ლ,Film,ფილმი
ლურსმანი ჩექმაში,ლ,Film,ფილმი
ლურჯი,ლ,Film,ფილმი
ლურჯი ხავერდი,ლ,Film,ფილმი
ლუსაილი,ლ,City,ქალაქი
ლუსაკა,ლ,City,ქალაქი
ლუსენა,ლ,City,ქალაქი
ლუსია,ლ,City,ქალაქი
ლუსტენაუ,ლ,City,ქალაქი
ლუუყი,ლ,City,ქალაქი
ლუფილუფი,ლ,City,ქალაქი
ლუქსემბურგი,ლ,City,ქალაქი
ლუქსემბურგის დიდი საჰერცოგო,ლ,Country,ქვეყანა
ლუქსემბური,ლ,City,ქალაქი
ლუქსენბურგი,ლ,Country,ქვეყანა
ლუქსორი,ლ,City,ქალაქი
ლუშnje,ლ,City,ქალაქი
ლუჩენზა,ლ,City,ქალაქი
ლუცერნი,ლ,City,ქალაქი
ლუცია,ლ,City,ქალაქი
ლუძა,ლ,City,ქალაქი
ლუხანი,ლ,City,ქალაქი
ლუხუმ,ლ,Name,სახელი
ლუხუნი,ლ,River,მდინარე
ლუხუტა,ლ,River,მდინარე
ლჭაშენი,ლ,City,ქალაქი
ლჰასა,ლ,City,ქალაქი
მөрონი,მ,City,ქალაქი
მაალე ადუმიმი,მ,City,ქალაქი
მაალე-ადუმიმი,მ,City,ქალაქი
მაალეადუმიმი,მ,City,ქალაქი
მაალოთ თარშიხა,მ,City,ქალაქი
მაალოთ-თარშიხა,მ,City,ქალაქი
მაალოთთარშიხა,მ,City,ქალაქი
მაამბა,მ,City,ქალაქი
მაანიკვარა,მ,River,მდინარე
მაარათ ელ ნუუმანი,მ,City,ქალაქი
მაარათ-ელ-ნუუმანი,მ,City,ქალაქი
მაარათელნუუმანი,მ,City,ქალაქი
მაარდუ,მ,City,ქალაქი
მაარსენი,მ,City,ქალაქი
მაასი,მ,River,მდინარე
მაასლეისი,მ,City,ქალაქი
მაასტრიხტი,მ,City,ქალაქი
მაბალაკატი,მ,City,ქალაქი
მაბარუმა,მ,City,ქალაქი
მაბოპანე,მ,City,ქალაქი
მაგადი,მ,City,ქალაქი
მაგანა,მ,River,მდინარე
მაგარია,მ,City,ქალაქი
მაგდა,მ,Name,სახელი
მაგდალენა,მ,River,მდინარე
მაგდალინა,მ,Name,სახელი
მაგდანას,მ,Film,ფილმი
მაგდანას ლურჯა,მ,Film,ფილმი
მაგდებურგი,მ,City,ქალაქი
მაგელანგი,მ,City,ქალაქი
მაგვეი,მ,City,ქალაქი
მაგია,მ,Film,ფილმი
მაგია მთვარის შუქზე,მ,Film,ფილმი
მაგიდა,მ,Film,ფილმი
მაგიდა სამისთვის,მ,Film,ფილმი
მაგლაჯი,მ,City,ქალაქი
მაგნასსინი-ნინდრი,მ,City,ქალაქი
მაგნოლია,მ,Plant,მცენარე
მაგოტი,მ,City,ქალაქი
მაგუდჰუ,მ,City,ქალაქი
მაგული,მ,Name,სახელი
მადაბა,მ,City,ქალაქი
მადაგასკარი,მ,Country,ქვეყანა
მადაგასკარი 2,მ,Film,ფილმი
მადაგასკარი 3,მ,Film,ფილმი
მადაგასკარის,მ,Film,ფილმი
მადაგასკარის პინგვინები,მ,Film,ფილმი
მადაგასკარის რესპუბლიკა,მ,Country,ქვეყანა
მადანგი,მ,City,ქალაქი
მადარიპური,მ,City,ქალაქი
მადარუნფა,მ,City,ქალაქი
მადაუა,მ,City,ქალაქი
მადეირა,მ,River,მდინარე
მადზივა,მ,City,ქალაქი
მადინა,მ,City,ქალაქი
მადიუნი,მ,City,ქალაქი
მადლენა,მ,Name,სახელი
მადო,მ,Name,სახელი
მადონა,მ,City,ქალაქი
მადრე-დე-დიოსი,მ,River,მდინარე
მადრიდი,მ,City,ქალაქი
მადრუგა,მ,City,ქალაქი
მადურაი,მ,City,ქალაქი
მაებაში,მ,City,ქალაქი
მაესტრო,მ,Film,ფილმი
მავაა,მ,City,ქალაქი
მავინგოუნი,მ,City,ქალაქი
მავლაიკი,მ,City,ქალაქი
მავლამიაინეგიუნი,მ,City,ქალაქი
მავლამიაინი,მ,City,ქალაქი
მავრა,მ,Name,სახელი
მავრიკი,მ,Country,ქვეყანა
მავრიკია,მ,Country,ქვეყანა
მავრიკის რესპუბლიკა,მ,Country,ქვეყანა
მავრიტანია,მ,Country,ქვეყანა
მავრიტანიის ისლამური რესპუბლიკა,მ,Country,ქვეყანა
მაზაბუკა,მ,City,ქალაქი
მაზარ ი შარიფი,მ,City,ქალაქი
მაზარ-ე შარიფი,მ,City,ქალაქი
მაზარ-ი-შარიფი,მ,City,ქალაქი
მაზარიშარიფი,მ,City,ქალაქი
მაზატენანგო,მ,City,ქალაქი
მაზი,მ,Film,ფილმი
მაზი გონდოლენდში,მ,Film,ფილმი
მაზირი,მ,City,ქალაქი
მაზკერეთ-ბათია,მ,City,ქალაქი
მაზოვე,მ,City,ქალაქი
მაზოტოსი,მ,City,ქალაქი
მაზსალაცა,მ,City,ქალაქი
მათაგალონი,მ,River,მდინარე
მათაი,მ,City,ქალაქი
მათანსი,მ,City,ქალაქი
მათბარია,მ,City,ქალაქი
მათე,მ,Name,სახელი
მათი,მ,Film,ფილმი
მათი საკუთარი ლიგა,მ,Film,ფილმი
მათიკო,მ,Name,სახელი
მაია,მ,City,ქალაქი
მაია წყნეთელი,მ,Film,ფილმი
მაიადინი,მ,City,ქალაქი
მაიამი,მ,City,ქალაქი
მაიარი,მ,City,ქალაქი
მაიაჰი,მ,City,ქალაქი
მაიდუგური,მ,City,ქალაქი
მაიკეტია,მ,City,ქალაქი
მაიკო,მ,Name,სახელი
მაილსი,მ,City,ქალაქი
მაიმანსინგჰი,მ,City,ქალაქი
მაიმუნების,მ,Film,ფილმი
მაიმუნების პლანეტა,მ,Film,ფილმი
მაიმუნი,მ,Animal,ცხოველი
მაინე-სოროა,მ,City,ქალაქი
მაინი,მ,River,მდინარე
მაინცი,მ,City,ქალაქი
მაიორნა,მ,City,ქალაქი
მაიპუ,მ,City,ქალაქი
მაისადი,მ,City,ქალაქი
მაისი,მ,City,ქალაქი
მაისური,მ,City,ქალაქი
მაიუგე,მ,City,ქალაქი
მაიუმბა,მ,City,ქალაქი
მაიურაკში,მ,River,მდინარე
მაიურნო,მ,City,ქალაქი
მაკა,მ,Name,სახელი
მაკათი,მ,City,ქალაქი
მაკაო,მ,Country,ქვეყანა
მაკაპა,მ,City,ქალაქი
მაკარ,მ,Name,სახელი
მაკარა,მ,City,ქალაქი
მაკარაკასი,მ,City,ქალაქი
მაკარი,მ,City,ქალაქი
მაკარსკა,მ,City,ქალაქი
მაკასარი,მ,City,ქალაქი
მაკასი,მ,City,ქალაქი
მაკდუსი,მ,Food,საკვები
მაკედონია,მ,Country,ქვეყანა
მაკედონსკა კამენიცა,მ,City,ქალაქი
მაკედონსკა-კამენიცა,მ,City,ქალაქი
მაკედონსკაკამენიცა,მ,City,ქალაქი
მაკედონსკი ბროდი,მ,City,ქალაქი
მაკედონსკი-ბროდი,მ,City,ქალაქი
მაკედონსკიბროდი,მ,City,ქალაქი
მაკეი,მ,City,ქალაქი
მაკენას,მ,Film,ფილმი
მაკენას ოქრო,მ,Film,ფილმი
მაკიდო,მ,Plant,მცენარე
მაკიივკა,მ,City,ქალაქი
მაკინსკი,მ,City,ქალაქი
მაკინტოში,მ,River,მდინარე
მაკკუორი,მ,River,მდინარე
მაკო,მ,City,ქალაქი
მაკოკუ,მ,City,ქალაქი
მაკრინე,მ,Name,სახელი
მაკრუმი,მ,City,ქალაქი
მაკტარი,მ,City,ქალაქი
მაკუენი,მ,City,ქალაქი
მაკულატურა,მ,Film,ფილმი
მაკურდი,მ,City,ქალაქი
მაკუსპანა,მ,City,ქალაქი
მალ პჯეკი,მ,City,ქალაქი
მალა,მ,City,ქალაქი
მალა კლადუსა,მ,City,ქალაქი
მალაბა,მ,City,ქალაქი
მალაბო,მ,City,ქალაქი
მალაგა,მ,City,ქალაქი
მალადზეიჩნა,მ,City,ქალაქი
მალავი,მ,Country,ქვეყანა
მალავის რესპუბლიკა,მ,Country,ქვეყანა
მალათია,მ,City,ქალაქი
მალაიზია,მ,Country,ქვეყანა
მალაკა,მ,City,ქალაქი
მალაკალი,მ,City,ქალაქი
მალაკატანი,მ,City,ქალაქი
მალანგი,მ,City,ქალაქი
მალანვილი,მ,City,ქალაქი
მალანჟე,მ,City,ქალაქი
მალარიტა,მ,City,ქალაქი
მალარმი,მ,City,ქალაქი
მალაქია,მ,Name,სახელი
მალახოვის,მ,Film,ფილმი
მალახოვის ყორღანი,მ,Film,ფილმი
მალაჰაიდი,მ,City,ქალაქი
მალბუნი,მ,City,ქალაქი
მალდეგემი,მ,City,ქალაქი
მალდივები,მ,Country,ქვეყანა
მალდივის კუნძულები,მ,Country,ქვეყანა
მალდივის რესპუბლიკა,მ,Country,ქვეყანა
მალდონადო,მ,City,ქალაქი
მალე,მ,City,ქალაქი
მალე გაზაფხული მოვა,მ,Film,ფილმი
მალეგაონი,მ,City,ქალაქი
მალენა,მ,Film,ფილმი
მალეფისენტი,მ,Film,ფილმი
მალეფისენტი 2,მ,Film,ფილმი
მალეფისენტი 2 ბოროტების მბრძანებელი,მ,Film,ფილმი
მალეფისენტი 2: ბოროტების მბრძანებელი,მ,Film,ფილმი
მალვერნი,მ,City,ქალაქი
მალთაყვა,მ,City,ქალაქი
მალი,მ,Country,ქვეყანა
მალიე,მ,City,ქალაქი
მალიკი,მ,City,ქალაქი
მალიკისი,მ,City,ქალაქი
მალინა,მ,Plant,მცენარე
მალინგარი,მ,City,ქალაქი
მალინდი,მ,City,ქალაქი
მალის რესპუბლიკა,მ,Country,ქვეყანა
მალიშკა,მ,City,ქალაქი
მალკა,მ,City,ქალაქი
მალმე,მ,City,ქალაქი
მალოვი,მ,City,ქალაქი
მალოლოსი,მ,City,ქალაქი
მალოუ,მ,City,ქალაქი
მალტა,მ,Country,ქვეყანა
მალტის რესპუბლიკა,მ,Country,ქვეყანა
მალუა,მ,City,ქალაქი
მალულა,მ,City,ქალაქი
მალხაზ,მ,Name,სახელი
მალხაზი,მ,Name,სახელი
მალჰოლანდ,მ,Film,ფილმი
მალჰოლანდ დრაივი,მ,Film,ფილმი
მამა,მ,Film,ფილმი
მამა მია,მ,Film,ფილმი
მამა-მარჩენალი,მ,Film,ფილმი
მამაკაცი,მ,Film,ფილმი
მამაკაცი ოქროს პისტოლეტით,მ,Film,ფილმი
მამალი,მ,Animal,ცხოველი
მამარი,მ,City,ქალაქი
მამაცი,მ,Film,ფილმი
მამაცი გული,მ,Film,ფილმი
მამერი,მ,City,ქალაქი
მამია,მ,Name,სახელი
მამიკოები,მ,Film,ფილმი
მამის,მ,Film,ფილმი
მამის მკვლელი,მ,Film,ფილმი
მამის სახელით,მ,Film,ფილმი
მამისა,მ,Name,სახელი
მამიტიპო,მ,City,ქალაქი
მამლუქი,მ,Film,ფილმი
მამონტი,მ,Animal,ცხოველი
მამორე,მ,River,მდინარე
მამპონგი,მ,City,ქალაქი
მამუკა,მ,Name,სახელი
მამული,მ,Name,სახელი
მამურასი,მ,City,ქალაქი
მამუცუ,მ,City,ქალაქი
მამუჯუ,მ,City,ქალაქი
მამფე,მ,City,ქალაქი
მანაგუა,მ,City,ქალაქი
მანადო,მ,City,ქალაქი
მანადჰუ,მ,City,ქალაქი
მანავგატი,მ,City,ქალაქი
მანაკარა,მ,City,ქალაქი
მანაკაუ,მ,City,ქალაქი
მანამა,მ,City,ქალაქი
მანანა,მ,Name,სახელი
მანანარა ავარატრა,მ,City,ქალაქი
მანანჯარი,მ,City,ქალაქი
მანაჟი,მ,City,ქალაქი
მანასი,მ,River,მდინარე
მანატი,მ,City,ქალაქი
მანაუსი,მ,City,ქალაქი
მანგალდანი,მ,City,ქალაქი
მანგალია,მ,City,ქალაქი
მანგალორი,მ,City,ქალაქი
მანგლისი,მ,City,ქალაქი
მანგო,მ,Plant,მცენარე
მანგოჩი,მ,City,ქალაქი
მანგუალდი,მ,City,ქალაქი
მანგუსტი,მ,Animal,ცხოველი
მანდალაი,მ,City,ქალაქი
მანდალგოვი,მ,City,ქალაქი
მანდალი,მ,City,ქალაქი
მანდალორელი,მ,Film,ფილმი
მანდარინები,მ,Film,ფილმი
მანდარინი,მ,Plant,მცენარე
მანდაუე,მ,City,ქალაქი
მანდევილი,მ,City,ქალაქი
მანდერა,მ,City,ქალაქი
მანდერლეი,მ,Film,ფილმი
მანდზა,მ,City,ქალაქი
მანდი-ბაჰაუდინი,მ,City,ქალაქი
მანდურა,მ,City,ქალაქი
მანზანილო,მ,City,ქალაქი
მანზილ-ბუ-ზალაფა,მ,City,ქალაქი
მანზილ-კამილი,მ,City,ქალაქი
მანზინი,მ,City,ქალაქი
მანი,მ,City,ქალაქი
მანიიტსოკი,მ,City,ქალაქი
მანიკა,მ,City,ქალაქი
მანიკაგუა,მ,City,ქალაქი
მანიკარაგუა,მ,City,ქალაქი
მანიკჭარი,მ,City,ქალაქი
მანილა,მ,City,ქალაქი
მანინოა,მ,City,ქალაქი
მანისა,მ,City,ქალაქი
მანკი-ბეი,მ,City,ქალაქი
მანოკვარი,მ,City,ქალაქი
მანონ,მ,Name,სახელი
მანონი,მ,Name,სახელი
მანჟაკაზე,მ,City,ქალაქი
მანრესა,მ,City,ქალაქი
მანსა,მ,City,ქალაქი
მანსანილიო,მ,City,ქალაქი
მანსეჰრა,მ,City,ქალაქი
მანსილინგანი,მ,City,ქალაქი
მანსურა,მ,City,ქალაქი
მანტა,მ,City,ქალაქი
მანტამპაი,მ,City,ქალაქი
მანტარო,მ,River,მდინარე
მანტუა,მ,City,ქალაქი
მანუ,მ,River,მდინარე
მანუბა,მ,City,ქალაქი
მანუელ ტამესი,მ,City,ქალაქი
მანუელ-ტამესი,მ,City,ქალაქი
მანუელტამესი,მ,City,ქალაქი
მანუნუ,მ,City,ქალაქი
მანუჩარ,მ,Name,სახელი
მანუჩარი,მ,Name,სახელი
მანფალუტი,მ,City,ქალაქი
მანქანები,მ,Film,ფილმი
მანქანები 2,მ,Film,ფილმი
მანჩიონილი,მ,City,ქალაქი
მანჩო,მ,Name,სახელი
მანჯაკანდრიანა,მ,City,ქალაქი
მანჯო,მ,City,ქალაქი
მანჰაიმი,მ,City,ქალაქი
მანჰეტენი,მ,Film,ფილმი
მაო,მ,City,ქალაქი
მაპეტ,მ,Film,ფილმი
მაპეტ შოუ,მ,Film,ფილმი
მაპუ,მ,City,ქალაქი
მაპუა,მ,City,ქალაქი
მაპუტუ,მ,City,ქალაქი
მაჟეიკიაი,მ,City,ქალაქი
მაჟეუბოენი,მ,City,ქალაქი
მარ დელ პლატა,მ,City,ქალაქი
მარ ლა შო,მ,City,ქალაქი
მარ'ინა ჰორკა,მ,City,ქალაქი
მარა,მ,River,მდინარე
მარაბა,მ,City,ქალაქი
მარაგუა,მ,City,ქალაქი
მარადი,მ,City,ქალაქი
მარავი,მ,City,ქალაქი
მარათონელი,მ,Film,ფილმი
მარაკაი,მ,City,ქალაქი
მარაკაიბო,მ,City,ქალაქი
მარალალი,მ,City,ქალაქი
მარალიკი,მ,City,ქალაქი
მარამარაშენი,მ,City,ქალაქი
მარამბიჯი,მ,River,მდინარე
მარანელო,მ,City,ქალაქი
მარანიონი,მ,River,მდინარე
მარასკინო,მ,Food,საკვები
მარაქეში,მ,City,ქალაქი
მარაჰარე,მ,City,ქალაქი
მარბეა,მ,City,ქალაქი
მარგალიტა,მ,Name,სახელი
მარგაო,მ,City,ქალაქი
მარგარიტა,მ,City,ქალაქი
მარგაჰოვითი,მ,City,ქალაქი
მარგერიტა,მ,City,ქალაქი
მარდაკანი,მ,City,ქალაქი
მარდაკიანი,მ,City,ქალაქი
მარდანი,მ,City,ქალაქი
მარდინი,მ,City,ქალაქი
მარდუ,მ,City,ქალაქი
მარეხ,მ,Name,სახელი
მარეხი,მ,Name,სახელი
მარზუკი,მ,City,ქალაქი
მართა,მ,Name,სახელი
მარი,მ,Name,სახელი
მარი ანტუანეტი,მ,Film,ფილმი
მარია,მ,Name,სახელი
მარია ენცერზდორფი,მ,City,ქალაქი
მარია მირაბელა,მ,Film,ფილმი
"მარია, მირაბელა",მ,Film,ფილმი
მარიაკანი,მ,City,ქალაქი
მარიამ,მ,Name,სახელი
მარიამი,მ,Name,სახელი
მარიამპოლე,მ,City,ქალაქი
მარიანაო,მ,City,ქალაქი
მარიანო როკე ალონსო,მ,City,ქალაქი
მარიანო-როკე-ალონსო,მ,City,ქალაქი
მარიანოროკეალონსო,მ,City,ქალაქი
მარიანჰამინა,მ,City,ქალაქი
მარიარა,მ,City,ქალაქი
მარიბი,მ,City,ქალაქი
მარიბორი,მ,City,ქალაქი
მარიგო,მ,City,ქალაქი
მარიდი,მ,City,ქალაქი
მარიელი,მ,City,ქალაქი
მარიენბურგი,მ,City,ქალაქი
მარიენჰამნი,მ,City,ქალაქი
მარიესტადი,მ,City,ქალაქი
მარიველესი,მ,City,ქალაქი
მარიკა,მ,Name,სახელი
მარილაო,მ,City,ქალაქი
მარინა,მ,Name,სახელი
მარინგა,მ,City,ქალაქი
მარინე,მ,Name,სახელი
მარინია გრანდი,მ,City,ქალაქი
მარინია-გრანდე,მ,City,ქალაქი
მარინია-გრანდი,მ,City,ქალაქი
მარინიაგრანდი,მ,City,ქალაქი
მარისკალა,მ,City,ქალაქი
მარიტა,მ,Name,სახელი
მარიცა,მ,River,მდინარე
მარიცე,მ,City,ქალაქი
მარიხუანა,მ,Plant,მცენარე
მარკა,მ,City,ქალაქი
მარკაველიკა,მ,City,ქალაქი
მარკალა,მ,City,ქალაქი
მარკეტა,მ,Film,ფილმი
მარკეტა ლაზაროვა,მ,Film,ფილმი
მარკოზ,მ,Name,სახელი
მარკუ დი კანავეზიში,მ,City,ქალაქი
მარკუ-დი-კანავეზიში,მ,City,ქალაქი
მარკუდიკანავეზიში,მ,City,ქალაქი
მარლი,მ,City,ქალაქი
მარმარისი,მ,City,ქალაქი
მარმელადი,მ,City,ქალაქი
მარნეული,მ,City,ქალაქი
მარო,მ,Name,სახელი
მაროანცეტრა,მ,City,ქალაქი
მაროვოაი,მ,City,ქალაქი
მაროკო,მ,Country,ქვეყანა
მაროკოს სამეფო,მ,Country,ქვეყანა
მაროკოული,მ,Food,საკვები
მაროკოული ღვინო,მ,Food,საკვები
მაროლამბო,მ,City,ქალაქი
მარონდერა,მ,City,ქალაქი
